src_region,src_tier,dst_region,dst_tier,throughput_sent_bits_per_second,throughput_received_bits_per_second,cpu_utilization_percent
gcp:europe-central2-a,PREMIUM,azure:japaneast,PREMIUM,5476499000,4127426000,23.695172
azure:eastus,PREMIUM,gcp:asia-east1-a,STANDARD,8200346798,5619680087,6.078418013
aws:us-west-2,PREMIUM,gcp:asia-south2-a,PREMIUM,5303856788,2911794092,4.126113992
azure:australiaeast,PREMIUM,gcp:europe-west2-a,PREMIUM,3238777991,2266423442,4.044679821
gcp:asia-northeast3-a,STANDARD,gcp:europe-west2-a,STANDARD,6775473000,4975897000,23.441818
gcp:australia-southeast1-a,STANDARD,azure:germanywestcentral,PREMIUM,5924934000,3412622000,22.389517
gcp:europe-west4-a,PREMIUM,aws:ap-southeast-2,PREMIUM,6765442000,3559014000,21.091617
gcp:europe-west6-a,PREMIUM,gcp:australia-southeast1-a,PREMIUM,4817339000,3592860000,21.149467
azure:koreacentral,PREMIUM,aws:sa-east-1,PREMIUM,961601385.2,571484217,3.022317507
gcp:australia-southeast2-a,PREMIUM,gcp:europe-north1-a,STANDARD,4181914000,3181680000,19.576029
gcp:asia-south1-a,STANDARD,aws:af-south-1,PREMIUM,2230866000,1818123000,17.715424
gcp:us-east4-a,STANDARD,gcp:us-central1-a,PREMIUM,5472297000,5384710000,75.294194
aws:us-west-1,PREMIUM,gcp:us-west1-a,PREMIUM,5006526774,4695510023,7.749755707
gcp:europe-west1-b,PREMIUM,gcp:europe-north1-a,STANDARD,6211326000,5964115000,69.343384
gcp:us-west4-a,PREMIUM,gcp:us-east1-b,STANDARD,5617989000,5293744000,57.301511
aws:us-east-1,PREMIUM,aws:eu-west-1,PREMIUM,5081131930,4318135431,6.719477905
azure:northeurope,PREMIUM,azure:eastus2,PREMIUM,15781236965,13590953423,13.14800376
aws:us-west-2,PREMIUM,azure:canadacentral,PREMIUM,5201962984,4242278688,5.521085988
aws:ap-east-1,PREMIUM,gcp:asia-northeast3-a,STANDARD,5183662001,4399180860,5.894537618
azure:uksouth,PREMIUM,aws:ca-central-1,PREMIUM,1953681755,1746227747,4.266595195
gcp:europe-west2-a,STANDARD,gcp:northamerica-northeast2-a,PREMIUM,5357398000,5270942000,46.783705
aws:me-south-1,PREMIUM,aws:ap-southeast-1,PREMIUM,4922484867,4116547199,5.561294254
gcp:northamerica-northeast1-a,PREMIUM,aws:eu-north-1,PREMIUM,5943240000,5306445000,40.949278
azure:northcentralus,PREMIUM,aws:eu-central-1,PREMIUM,3411873215,2949593718,4.928238323
gcp:asia-northeast1-a,PREMIUM,gcp:us-west1-a,STANDARD,6257512000,5985610000,43.568333
azure:japaneast,PREMIUM,gcp:us-west4-a,STANDARD,7438365355,6528721317,7.773169577
aws:ap-south-1,PREMIUM,azure:francecentral,PREMIUM,4803973592,3770414614,4.467166441
gcp:europe-west2-a,PREMIUM,azure:westus2,PREMIUM,5043320000,4746962000,34.670947
gcp:australia-southeast1-a,STANDARD,gcp:asia-east2-a,PREMIUM,6839775000,5228998000,35.839085
gcp:asia-northeast1-a,STANDARD,gcp:us-east4-a,PREMIUM,6873473000,5264217000,33.865555
azure:westus,PREMIUM,gcp:europe-west1-b,STANDARD,2454252607,1991903198,3.89506755
gcp:asia-northeast2-a,PREMIUM,aws:us-east-2,PREMIUM,4209884000,3590343000,31.587534
aws:ap-northeast-3,PREMIUM,azure:eastus,PREMIUM,5188763854,3499322663,5.143643893
gcp:us-central1-a,STANDARD,gcp:asia-southeast1-a,STANDARD,7709448000,4812043000,28.328585
gcp:southamerica-east1-a,STANDARD,azure:westeurope,PREMIUM,5951569000,4683787000,28.73799
gcp:europe-west3-a,STANDARD,gcp:asia-southeast1-a,PREMIUM,5767276000,4545444000,27.867885
aws:sa-east-1,PREMIUM,aws:eu-west-3,PREMIUM,4765927495,3155719162,4.984081827
gcp:northamerica-northeast1-a,STANDARD,gcp:asia-south1-a,PREMIUM,6683800000,4612845000,25.915174
gcp:asia-east1-a,STANDARD,azure:westus3,PREMIUM,4853946000,4302039000,26.893928
gcp:europe-west4-a,PREMIUM,gcp:asia-southeast2-a,STANDARD,5067896000,4334253000,25.930728
gcp:europe-west6-a,STANDARD,gcp:asia-east2-a,STANDARD,6214462000,4356940000,25.765153
gcp:southamerica-west1-a,PREMIUM,aws:eu-south-1,PREMIUM,2732561000,2352536000,25.31217
azure:germanywestcentral,PREMIUM,aws:ap-northeast-1,PREMIUM,5078070379,3299592777,5.091437829
gcp:us-east1-b,PREMIUM,gcp:asia-south2-a,PREMIUM,5165325000,3977481000,23.63758
gcp:europe-west6-a,PREMIUM,azure:koreacentral,PREMIUM,6452348000,4150729000,23.571561
aws:eu-west-2,PREMIUM,gcp:asia-northeast3-a,PREMIUM,5171062747,2958426106,4.422499953
gcp:europe-west3-a,PREMIUM,azure:australiaeast,PREMIUM,5019795000,3889571000,22.522905
gcp:europe-west4-a,STANDARD,aws:ap-northeast-2,PREMIUM,4308776000,3451188000,22.446457
azure:germanywestcentral,PREMIUM,aws:ap-southeast-2,PREMIUM,2852414700,1741020463,3.936382833
gcp:europe-central2-a,PREMIUM,gcp:asia-east1-a,PREMIUM,9147493000,3858670000,18.027929
gcp:europe-north1-a,PREMIUM,gcp:australia-southeast2-a,PREMIUM,5733956000,2712704000,19.657119
gcp:asia-southeast2-a,PREMIUM,gcp:southamerica-east1-a,PREMIUM,3755068000,2569278000,18.306054
aws:af-south-1,PREMIUM,gcp:asia-south1-a,STANDARD,5002151187,2066728838,3.76824217
gcp:us-east4-a,PREMIUM,gcp:us-east1-b,PREMIUM,7138181000,7012923000,86.525618
aws:us-west-2,PREMIUM,gcp:us-west1-a,STANDARD,5032259326,4739074655,6.955199783
aws:ca-central-1,PREMIUM,azure:eastus,PREMIUM,4935002684,4696446274,8.186014291
aws:eu-west-1,PREMIUM,aws:eu-west-3,PREMIUM,4994528860,4700878446,6.921282905
gcp:asia-northeast1-a,STANDARD,gcp:asia-east2-a,PREMIUM,6017301000,5766742000,61.943316
gcp:us-east1-b,STANDARD,azure:westus3,PREMIUM,6493214000,6306020000,55.330251
gcp:asia-southeast2-a,PREMIUM,gcp:asia-east1-a,STANDARD,950559679.8,881902586,56.390013
gcp:europe-west4-a,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,6226163000,5283500000,46.881437
azure:northcentralus,PREMIUM,azure:westeurope,PREMIUM,17190301827,13034429648,13.08598924
aws:us-east-2,PREMIUM,gcp:europe-west6-a,STANDARD,5432606144,4110743936,5.478753891
azure:northeurope,PREMIUM,gcp:us-central1-a,STANDARD,5489655344,4580882802,6.27350758
aws:me-south-1,PREMIUM,gcp:europe-central2-a,PREMIUM,5213471547,4020039175,5.375174037
azure:japaneast,PREMIUM,azure:australiaeast,PREMIUM,16454074047,12293190903,11.90353321
gcp:europe-west2-a,PREMIUM,gcp:us-west4-a,PREMIUM,5373106000,4604287000,35.819789
azure:westus2,PREMIUM,aws:eu-west-2,PREMIUM,4851396754,3826429166,5.728216242
azure:eastus2,PREMIUM,gcp:asia-northeast1-a,PREMIUM,7253628994,6037910642,6.565447874
gcp:us-west1-a,PREMIUM,azure:germanywestcentral,PREMIUM,5709107000,5442207000,33.12653
azure:francecentral,PREMIUM,aws:af-south-1,PREMIUM,3483417511,2723994805,4.791042778
gcp:asia-south2-a,PREMIUM,azure:germanywestcentral,PREMIUM,6510584000,5114563000,32.820982
gcp:us-west4-a,STANDARD,gcp:asia-southeast1-a,STANDARD,5577131000,4816080000,30.651692
azure:koreacentral,PREMIUM,gcp:us-central1-a,PREMIUM,6954158794,5682676486,6.464536922
gcp:europe-north1-a,STANDARD,aws:ap-southeast-1,PREMIUM,5447041000,4572617000,28.129193
gcp:northamerica-northeast1-a,PREMIUM,gcp:australia-southeast1-a,STANDARD,5150562000,4163442000,27.551833
aws:ap-east-1,PREMIUM,aws:eu-south-1,PREMIUM,5254551053,3277235215,4.787684216
gcp:europe-west3-a,STANDARD,gcp:southamerica-east1-a,STANDARD,6613645000,4653603000,27.126673
gcp:northamerica-northeast2-a,PREMIUM,gcp:asia-southeast1-a,PREMIUM,5114000000,4338542000,26.436733
gcp:australia-southeast1-a,PREMIUM,azure:canadacentral,PREMIUM,5685882000,4294797000,27.060713
gcp:europe-west1-b,STANDARD,gcp:asia-southeast2-a,STANDARD,4935741000,4207660000,26.396252
aws:eu-north-1,PREMIUM,aws:sa-east-1,PREMIUM,4660636889,2953316847,4.775888289
aws:ap-northeast-2,PREMIUM,azure:uksouth,PREMIUM,5296370939,3036832517,5.10280706
gcp:asia-east2-a,STANDARD,aws:us-east-1,PREMIUM,5501124000,4379179000,25.275157
aws:us-west-1,PREMIUM,gcp:asia-south1-a,PREMIUM,5243473468,2999143576,4.49082795
aws:ap-northeast-3,PREMIUM,gcp:europe-west3-a,PREMIUM,5100785383,3019382414,4.605172273
gcp:europe-west2-a,STANDARD,gcp:asia-northeast3-a,PREMIUM,6970238000,4043300000,23.457562
gcp:europe-west1-b,PREMIUM,gcp:asia-northeast3-a,STANDARD,4162239000,3197221000,23.198449
gcp:asia-northeast2-a,PREMIUM,gcp:europe-north1-a,PREMIUM,7576902000,3883977000,22.601428
gcp:asia-east1-a,PREMIUM,aws:eu-central-1,PREMIUM,3479556000,2864262000,22.534244
gcp:europe-west6-a,PREMIUM,gcp:australia-southeast2-a,PREMIUM,6468071000,3480421000,20.447397
gcp:europe-west4-a,STANDARD,aws:ap-southeast-2,PREMIUM,3009805000,2091870000,20.059051
gcp:asia-south1-a,STANDARD,gcp:southamerica-east1-a,PREMIUM,7316786000,3022609000,15.442199
aws:ap-south-1,PREMIUM,gcp:southamerica-west1-a,PREMIUM,4564263675,2080219706,3.678320269
aws:eu-central-1,PREMIUM,gcp:europe-west2-a,PREMIUM,5030667441,4729203078,8.379078676
aws:eu-west-2,PREMIUM,gcp:europe-west6-a,STANDARD,5051452083,4707589199,7.614323491
gcp:asia-northeast3-a,PREMIUM,azure:koreacentral,PREMIUM,7106021000,7089334000,97.379066
aws:eu-south-1,PREMIUM,gcp:europe-west2-a,STANDARD,5042472012,4667506389,7.225037349
azure:northeurope,PREMIUM,gcp:europe-north1-a,PREMIUM,12107554979,10778170365,13.71573898
gcp:asia-east2-a,PREMIUM,gcp:asia-northeast1-a,STANDARD,6604460000,6487321000,61.923206
aws:ca-central-1,PREMIUM,azure:francecentral,PREMIUM,5064200466,4108615049,5.617032595
gcp:northamerica-northeast2-a,PREMIUM,gcp:europe-west3-a,STANDARD,5603762000,5095574000,43.953191
gcp:us-central1-a,STANDARD,gcp:europe-west3-a,PREMIUM,7541013000,5957078000,41.308156
azure:australiaeast,PREMIUM,gcp:asia-southeast2-a,STANDARD,9893359998,8709262535,9.59515618
azure:germanywestcentral,PREMIUM,azure:westus3,PREMIUM,15786363824,11784539005,10.6374325
gcp:asia-northeast2-a,PREMIUM,gcp:asia-south1-a,STANDARD,7019978000,5346277000,36.185641
gcp:us-west1-a,PREMIUM,azure:uksouth,PREMIUM,7202655000,5085620000,34.940394
gcp:southamerica-west1-a,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,8410488000,5274973000,35.56346
aws:eu-west-3,PREMIUM,azure:westus,PREMIUM,4949187732,3610586193,4.659281349
aws:us-west-1,PREMIUM,azure:germanywestcentral,PREMIUM,5250476127,3589215962,5.065403996
gcp:us-west1-a,STANDARD,gcp:australia-southeast2-a,PREMIUM,4246877000,3855180000,32.561726
azure:westus2,PREMIUM,gcp:europe-west4-a,STANDARD,7397561103,5709577253,6.897542294
gcp:australia-southeast1-a,PREMIUM,aws:ap-northeast-3,PREMIUM,6444341000,4823712000,33.718407
gcp:europe-west1-b,PREMIUM,aws:us-west-2,PREMIUM,5119546000,4443628000,32.258178
aws:eu-north-1,PREMIUM,gcp:us-west4-a,PREMIUM,5151495380,3685677002,5.346893728
gcp:europe-west4-a,PREMIUM,gcp:asia-south2-a,PREMIUM,7057905000,5226858000,31.41256
gcp:us-east4-a,PREMIUM,gcp:asia-east1-a,PREMIUM,5823704000,4715188000,30.087459
aws:ap-southeast-1,PREMIUM,azure:westeurope,PREMIUM,5242315880,3536377879,5.392851107
gcp:us-west4-a,STANDARD,aws:sa-east-1,PREMIUM,5581642000,4874059000,30.280999
gcp:northamerica-northeast1-a,STANDARD,gcp:asia-east1-a,STANDARD,4992239000,4524364000,29.526392
gcp:us-east1-b,PREMIUM,aws:ap-northeast-2,PREMIUM,6100560000,4692946000,28.814985
aws:us-east-1,PREMIUM,gcp:asia-northeast3-a,STANDARD,5396286471,3468648229,4.942057549
azure:canadacentral,PREMIUM,aws:ap-east-1,PREMIUM,4220916452,2978749542,4.912170582
aws:ap-southeast-2,PREMIUM,azure:eastus2,PREMIUM,5194877050,3200259825,4.684781915
azure:northcentralus,PREMIUM,gcp:asia-east2-a,STANDARD,6171623669,4448531906,6.122842393
gcp:us-east4-a,STANDARD,aws:ap-south-1,PREMIUM,4497879000,3875947000,25.16856
gcp:europe-north1-a,STANDARD,gcp:southamerica-east1-a,STANDARD,6539550000,4539356000,25.670591
aws:eu-west-1,PREMIUM,gcp:asia-southeast2-a,PREMIUM,5347132519,3158525543,4.294982054
gcp:asia-southeast1-a,STANDARD,gcp:us-east1-b,STANDARD,7563814000,4527819000,25.578148
azure:japaneast,PREMIUM,gcp:europe-west6-a,PREMIUM,4131814962,3049793560,4.688658624
gcp:asia-southeast1-a,PREMIUM,azure:eastus,PREMIUM,6572541000,4471559000,24.134627
aws:ap-northeast-1,PREMIUM,gcp:europe-west1-b,STANDARD,5618988522,2984402687,4.680897508
gcp:us-central1-a,PREMIUM,aws:af-south-1,PREMIUM,4378096000,3164880000,22.591085
gcp:australia-southeast1-a,STANDARD,gcp:europe-central2-a,PREMIUM,7866449000,3317177000,20.654283
gcp:southamerica-east1-a,PREMIUM,gcp:asia-south1-a,PREMIUM,7336302000,2453138000,18.855255
aws:ap-east-1,PREMIUM,gcp:asia-east2-a,PREMIUM,4848182130,4780311167,13.35296127
gcp:asia-northeast3-a,STANDARD,aws:ap-northeast-2,PREMIUM,7103785000,7066668000,97.641614
gcp:us-east1-b,PREMIUM,aws:us-east-1,PREMIUM,7036195000,6923947000,79.292296
azure:northeurope,PREMIUM,gcp:europe-west2-a,STANDARD,15048632893,14239063711,19.95884372
aws:us-east-2,PREMIUM,aws:ca-central-1,PREMIUM,4956984968,4652858288,7.629837261
aws:us-west-2,PREMIUM,aws:us-west-1,PREMIUM,4988511313,4678492607,6.768476808
gcp:us-west4-a,STANDARD,gcp:us-central1-a,PREMIUM,5719077000,5334578000,60.489418
azure:eastus,PREMIUM,aws:eu-west-2,PREMIUM,4665504515,4234001537,6.170578338
gcp:asia-southeast1-a,STANDARD,gcp:asia-south2-a,PREMIUM,6002254000,5793645000,52.425723
gcp:us-east4-a,PREMIUM,aws:eu-south-1,PREMIUM,5560196000,5440040000,43.198348
aws:eu-central-1,PREMIUM,azure:eastus2,PREMIUM,5179029120,4126769691,5.83148997
gcp:europe-west1-b,PREMIUM,azure:northcentralus,PREMIUM,6423944000,5515492000,43.750406
gcp:us-central1-a,STANDARD,gcp:europe-west4-a,PREMIUM,6674831000,5707596000,42.176736
gcp:northamerica-northeast2-a,PREMIUM,azure:germanywestcentral,PREMIUM,5868849000,5377552000,41.75396
aws:ap-south-1,PREMIUM,gcp:asia-east2-a,STANDARD,5369567961,4255391523,5.257582041
gcp:asia-southeast1-a,PREMIUM,gcp:australia-southeast1-a,PREMIUM,4795775000,4401548000,44.591715
azure:westeurope,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,8691902116,7465536725,8.710428664
aws:eu-north-1,PREMIUM,aws:me-south-1,PREMIUM,5301119326,4014211203,6.184593476
gcp:europe-north1-a,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,5918551000,5597466000,39.413437
gcp:asia-northeast1-a,STANDARD,azure:australiaeast,PREMIUM,5091341000,4755850000,37.907806
aws:sa-east-1,PREMIUM,azure:canadacentral,PREMIUM,4934972241,3793831683,5.492197017
gcp:europe-west1-b,STANDARD,gcp:us-west1-a,STANDARD,5994552000,4941737000,36.389285
gcp:us-west1-a,PREMIUM,azure:francecentral,PREMIUM,7029834000,5412244000,33.30583
aws:eu-west-3,PREMIUM,azure:westus2,PREMIUM,5188566253,3623039042,4.926941264
azure:uksouth,PREMIUM,aws:ap-southeast-1,PREMIUM,2785290302,2293321598,4.456361814
gcp:asia-northeast3-a,PREMIUM,gcp:australia-southeast2-a,PREMIUM,5989204000,5123396000,31.95257
gcp:asia-east1-a,PREMIUM,gcp:us-east1-b,STANDARD,3941106000,3477305000,29.118206
gcp:southamerica-east1-a,PREMIUM,azure:germanywestcentral,PREMIUM,7932573000,4720981000,27.653651
aws:ap-northeast-3,PREMIUM,gcp:europe-west2-a,PREMIUM,5099225477,3115489470,4.648542607
gcp:asia-southeast2-a,STANDARD,gcp:europe-central2-a,PREMIUM,6107071000,4294467000,25.271546
gcp:us-east4-a,STANDARD,aws:af-south-1,PREMIUM,3404868000,3147484000,23.896745
gcp:europe-west6-a,STANDARD,gcp:asia-northeast1-a,PREMIUM,4763787000,3584081000,24.243409
gcp:southamerica-west1-a,PREMIUM,gcp:asia-east1-a,STANDARD,8754249000,4329677000,24.113718
azure:japaneast,PREMIUM,gcp:europe-west4-a,STANDARD,7904621590,5676829870,6.068648445
azure:koreacentral,PREMIUM,gcp:europe-west3-a,PREMIUM,5595998810,4066876249,5.277550007
gcp:asia-south1-a,PREMIUM,azure:westus,PREMIUM,5256720000,4361578000,24.296368
gcp:europe-west6-a,PREMIUM,gcp:asia-northeast2-a,PREMIUM,8375007000,4282990000,23.645546
gcp:asia-southeast2-a,PREMIUM,gcp:europe-north1-a,STANDARD,3555733000,3325107000,23.939268
gcp:australia-southeast1-a,STANDARD,aws:eu-west-1,PREMIUM,3585156000,3138466000,21.308871
gcp:europe-west3-a,STANDARD,aws:ap-southeast-2,PREMIUM,7110952000,3181903000,19.858403
gcp:asia-south1-a,STANDARD,gcp:southamerica-east1-a,STANDARD,7015332000,3095619000,18.835867
gcp:northamerica-northeast1-a,PREMIUM,gcp:us-east4-a,STANDARD,7092138000,6971107000,84.083382
gcp:northamerica-northeast1-a,STANDARD,gcp:us-east4-a,PREMIUM,7138694000,7011510000,83.748823
aws:eu-west-3,PREMIUM,gcp:europe-west4-a,PREMIUM,5004294335,4732146976,7.538850646
aws:us-east-1,PREMIUM,azure:northcentralus,PREMIUM,5061861639,4684545728,8.454966914
aws:eu-central-1,PREMIUM,gcp:europe-west2-a,STANDARD,5020556199,4727202312,8.332754501
gcp:europe-central2-a,PREMIUM,azure:francecentral,PREMIUM,6661088000,6585709000,74.901285
gcp:europe-west1-b,PREMIUM,aws:eu-south-1,PREMIUM,7036116000,6938216000,79.088509
gcp:europe-north1-a,PREMIUM,gcp:europe-west1-b,STANDARD,6570435000,6437969000,69.342394
aws:ap-northeast-1,PREMIUM,gcp:asia-northeast3-a,STANDARD,5068784896,4624255631,7.254943193
gcp:asia-east2-a,STANDARD,gcp:asia-northeast1-a,STANDARD,6410974000,6287411000,62.037871
gcp:northamerica-northeast2-a,PREMIUM,gcp:us-west4-a,STANDARD,5368775000,5123387000,52.763891
gcp:us-west4-a,PREMIUM,azure:canadacentral,PREMIUM,6312010000,6180910000,51.071742
gcp:asia-south1-a,STANDARD,gcp:asia-southeast1-a,PREMIUM,6121189000,5884930000,55.222419
aws:ca-central-1,PREMIUM,azure:uksouth,PREMIUM,4931813519,4169587698,5.632763744
gcp:us-east1-b,STANDARD,aws:eu-west-2,PREMIUM,6408863000,5771545000,43.390197
gcp:asia-northeast2-a,PREMIUM,gcp:us-west1-a,STANDARD,6062231000,5615463000,42.976233
aws:us-west-1,PREMIUM,gcp:asia-northeast3-a,PREMIUM,5192638596,3859459630,5.221567324
gcp:us-central1-a,PREMIUM,gcp:southamerica-east1-a,PREMIUM,6801776000,5066878000,34.761415
aws:me-south-1,PREMIUM,gcp:asia-east1-a,PREMIUM,5492661351,3909423469,5.349715214
gcp:europe-west6-a,PREMIUM,gcp:us-west1-a,PREMIUM,7124946000,5356520000,34.354998
azure:westus,PREMIUM,azure:germanywestcentral,PREMIUM,20719646721,16396757177,13.05445035
aws:eu-west-1,PREMIUM,gcp:asia-south1-a,PREMIUM,5040665883,3731958300,4.548567686
azure:westeurope,PREMIUM,gcp:asia-south2-a,PREMIUM,6204213863,5150194482,5.960209826
azure:australiaeast,PREMIUM,azure:westus3,PREMIUM,9650972378,7923744855,7.541812337
gcp:us-central1-a,STANDARD,gcp:australia-southeast1-a,PREMIUM,8799143000,5169641000,30.377838
gcp:asia-southeast2-a,PREMIUM,aws:us-west-2,PREMIUM,5715451000,4697774000,29.058967
gcp:asia-east2-a,PREMIUM,azure:eastus,PREMIUM,6880294000,4577410000,27.471624
aws:ap-southeast-1,PREMIUM,aws:us-east-2,PREMIUM,4894635236,3106521194,4.936961097
gcp:europe-west6-a,STANDARD,gcp:southamerica-east1-a,STANDARD,8718855000,4652752000,23.534037
gcp:us-east1-b,PREMIUM,gcp:asia-southeast1-a,STANDARD,4838826000,3898153000,25.534665
gcp:europe-west4-a,STANDARD,gcp:asia-southeast2-a,STANDARD,5602484000,4311049000,25.998868
aws:ap-south-1,PREMIUM,azure:eastus2,PREMIUM,4800868995,3089023809,4.039487385
gcp:europe-west2-a,PREMIUM,azure:japaneast,PREMIUM,4687658000,4385953000,24.949284
azure:koreacentral,PREMIUM,azure:northeurope,PREMIUM,12589197629,8920736609,7.347867754
gcp:southamerica-west1-a,PREMIUM,aws:ap-east-1,PREMIUM,5220529000,3372749000,23.224494
aws:ap-northeast-3,PREMIUM,aws:eu-north-1,PREMIUM,4948198159,2726791019,4.600221883
gcp:europe-west3-a,STANDARD,aws:ap-northeast-2,PREMIUM,4799516000,3588860000,22.317193
aws:sa-east-1,PREMIUM,gcp:asia-northeast1-a,PREMIUM,5220176733,2776691233,4.636976593
gcp:asia-east1-a,STANDARD,gcp:europe-west3-a,PREMIUM,4743778000,3625287000,22.43116
gcp:australia-southeast1-a,STANDARD,gcp:europe-north1-a,STANDARD,7523639000,3251427000,19.913541
aws:ap-southeast-2,PREMIUM,aws:af-south-1,PREMIUM,3924665444,1095211627,3.675476561
gcp:europe-west3-a,STANDARD,azure:germanywestcentral,PREMIUM,7155619000,7108836000,97.181131
gcp:europe-west2-a,PREMIUM,azure:uksouth,PREMIUM,7134171000,7102780000,95.976173
aws:eu-central-1,PREMIUM,azure:westeurope,PREMIUM,4943839046,4753798372,9.475878237
azure:japaneast,PREMIUM,aws:ap-northeast-3,PREMIUM,9692422705,9464826749,16.76149864
azure:northcentralus,PREMIUM,aws:us-east-2,PREMIUM,9436024482,9112444278,14.38284519
aws:eu-south-1,PREMIUM,gcp:europe-west1-b,PREMIUM,4989667596,4706191966,7.677490192
gcp:europe-west6-a,PREMIUM,gcp:europe-central2-a,PREMIUM,6975041000,6828469000,77.769025
gcp:us-west4-a,PREMIUM,gcp:us-central1-a,STANDARD,6357112000,6174158000,63.906649
gcp:asia-south1-a,PREMIUM,aws:me-south-1,PREMIUM,6626073000,6476051000,69.0469
gcp:asia-east1-a,PREMIUM,gcp:asia-northeast3-a,PREMIUM,6402800000,6205312000,66.380282
gcp:asia-east1-a,STANDARD,gcp:asia-southeast1-a,STANDARD,6545353000,6351852000,62.379502
azure:eastus2,PREMIUM,aws:eu-west-1,PREMIUM,2538114900,2333343944,4.532561864
aws:us-west-1,PREMIUM,gcp:us-east4-a,PREMIUM,5036965445,4373875380,6.065014441
azure:eastus,PREMIUM,azure:northeurope,PREMIUM,15620537258,13772474455,13.29522957
gcp:asia-south2-a,PREMIUM,gcp:asia-southeast1-a,PREMIUM,5701061000,5433536000,52.704961
gcp:europe-west4-a,STANDARD,gcp:northamerica-northeast1-a,STANDARD,6220592000,5547847000,46.906668
gcp:asia-northeast2-a,PREMIUM,gcp:asia-southeast2-a,STANDARD,6471901000,5724361000,44.865725
gcp:europe-west6-a,STANDARD,aws:us-east-1,PREMIUM,5900364000,5390195000,42.774478
aws:eu-west-3,PREMIUM,gcp:us-central1-a,PREMIUM,5078611464,4122444485,5.25584441
gcp:us-east4-a,STANDARD,azure:francecentral,PREMIUM,5679199000,5289968000,40.357149
gcp:asia-northeast1-a,STANDARD,gcp:us-west4-a,STANDARD,6776936000,5625900000,41.312369
aws:ca-central-1,PREMIUM,gcp:southamerica-east1-a,PREMIUM,5121771058,3918630428,5.183840331
gcp:northamerica-northeast2-a,PREMIUM,aws:sa-east-1,PREMIUM,4540697000,4094562000,35.922682
azure:koreacentral,PREMIUM,azure:westus2,PREMIUM,15858340586,11944637318,11.05250962
aws:ap-east-1,PREMIUM,azure:westus,PREMIUM,4865202351,3621618674,4.942977533
aws:ap-northeast-1,PREMIUM,gcp:northamerica-northeast1-a,PREMIUM,5306836414,3745847555,5.207021595
