src_region,src_tier,dst_region,dst_tier,throughput_sent_bits_per_second,throughput_received_bits_per_second,cpu_utilization_percent
azure:francecentral,PREMIUM,gcp:asia-southeast2-a,PREMIUM,8075136014,6474718960,6.888656352
gcp:asia-east2-a,PREMIUM,gcp:us-east4-a,PREMIUM,5160681000,4267406000,28.653859
aws:eu-central-1,PREMIUM,aws:ap-east-1,PREMIUM,5208924126,3177219232,4.824762601
aws:ap-northeast-1,PREMIUM,gcp:europe-west2-a,PREMIUM,5097695273,3181253287,4.554108224
azure:westeurope,PREMIUM,gcp:asia-northeast2-a,PREMIUM,5045364825,4001612678,4.909443893
gcp:europe-west4-a,STANDARD,aws:ap-northeast-3,PREMIUM,6564796000,3920997000,23.463991
gcp:us-central1-a,STANDARD,gcp:asia-south1-a,PREMIUM,6659593000,4114421000,23.044943
gcp:asia-northeast1-a,STANDARD,aws:me-south-1,PREMIUM,471692901.3,387342951,23.813679
gcp:asia-northeast3-a,PREMIUM,gcp:europe-west1-b,STANDARD,6995810000,4001298000,23.231047
gcp:asia-south2-a,PREMIUM,gcp:us-west1-a,STANDARD,5118065000,4237677000,23.539765
gcp:asia-east2-a,STANDARD,gcp:europe-north1-a,STANDARD,6580803000,4094570000,23.011966
gcp:southamerica-east1-a,PREMIUM,gcp:asia-east1-a,PREMIUM,6035932000,3661920000,20.895495
gcp:australia-southeast2-a,PREMIUM,gcp:southamerica-east1-a,STANDARD,6313851000,3253567000,19.573533
gcp:southamerica-west1-a,PREMIUM,gcp:asia-south1-a,STANDARD,7056413000,2855760000,18.519057
aws:af-south-1,PREMIUM,aws:ap-northeast-2,PREMIUM,4553751411,1312783434,3.683381392
gcp:australia-southeast1-a,PREMIUM,gcp:australia-southeast1-a,STANDARD,6921780000,6899425000,99.673032
gcp:asia-east1-a,STANDARD,gcp:asia-east1-a,PREMIUM,7030561000,6999146000,93.05033
gcp:northamerica-northeast2-a,PREMIUM,azure:canadacentral,PREMIUM,7083977000,7006859000,82.602779
aws:us-east-1,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,5091745200,4666810971,7.580973738
gcp:us-central1-a,STANDARD,azure:northcentralus,PREMIUM,6054969000,5963782000,72.269472
gcp:asia-northeast3-a,STANDARD,aws:ap-northeast-3,PREMIUM,6623000000,6397727000,68.942717
gcp:asia-east2-a,STANDARD,gcp:asia-northeast2-a,PREMIUM,6597843000,6215673000,61.948293
azure:eastus2,PREMIUM,gcp:europe-west2-a,PREMIUM,8151019987,7432213379,8.465748678
aws:eu-west-2,PREMIUM,aws:me-south-1,PREMIUM,5254467706,4176824627,5.976892657
gcp:us-east1-b,STANDARD,aws:eu-west-3,PREMIUM,5868177000,5352807000,44.502867
aws:us-east-2,PREMIUM,aws:sa-east-1,PREMIUM,5079404380,3818106823,5.173287865
aws:eu-west-1,PREMIUM,aws:us-west-2,PREMIUM,5272651456,3871984112,4.914676772
gcp:us-west4-a,PREMIUM,gcp:asia-northeast3-a,PREMIUM,8298430000,5649253000,36.133831
gcp:europe-west2-a,STANDARD,gcp:us-west4-a,STANDARD,7134922000,5198047000,35.794904
gcp:europe-west1-b,STANDARD,aws:ap-south-1,PREMIUM,4973323000,4750462000,35.176057
gcp:europe-west3-a,STANDARD,gcp:us-west1-a,STANDARD,5714396000,4657292000,35.28706
gcp:asia-south1-a,STANDARD,gcp:europe-west1-b,PREMIUM,5742673000,4978519000,35.66339
azure:uksouth,PREMIUM,gcp:asia-southeast1-a,STANDARD,7472787967,6449713845,6.959421815
aws:eu-north-1,PREMIUM,gcp:us-west1-a,PREMIUM,5302897604,3747312703,4.982187297
aws:us-west-1,PREMIUM,gcp:australia-southeast2-a,PREMIUM,4817718292,3657059243,4.811614397
azure:japaneast,PREMIUM,azure:eastus,PREMIUM,12773824633,10605172695,8.997406526
azure:westus3,PREMIUM,aws:ap-southeast-1,PREMIUM,2531621088,1942628386,3.886204264
azure:westus,PREMIUM,gcp:asia-southeast2-a,STANDARD,4958297207,3926812095,5.252902319
gcp:northamerica-northeast1-a,PREMIUM,gcp:asia-east2-a,PREMIUM,7237872000,4706310000,28.150229
gcp:us-central1-a,PREMIUM,gcp:asia-southeast2-a,PREMIUM,8278651000,4666430000,24.021734
aws:ap-southeast-2,PREMIUM,aws:ca-central-1,PREMIUM,4893650972,3142436383,4.544345336
gcp:europe-north1-a,PREMIUM,gcp:southamerica-east1-a,PREMIUM,7829588000,4443393000,25.655099
gcp:asia-southeast1-a,PREMIUM,gcp:us-east4-a,STANDARD,6789049000,4570114000,26.306097
gcp:europe-central2-a,PREMIUM,gcp:southamerica-west1-a,PREMIUM,7450704000,4374755000,25.110963
azure:westus2,PREMIUM,gcp:asia-south1-a,PREMIUM,5221190217,3729485538,5.130574021
aws:ap-northeast-2,PREMIUM,azure:germanywestcentral,PREMIUM,5134561949,3021735717,4.669606393
gcp:asia-northeast1-a,PREMIUM,gcp:europe-west4-a,STANDARD,3269567000,3027759000,24.968843
azure:westeurope,PREMIUM,aws:ap-northeast-1,PREMIUM,4891774241,3199020055,4.913124454
gcp:asia-northeast1-a,STANDARD,gcp:europe-west3-a,PREMIUM,6991436000,4376328000,24.721575
azure:australiaeast,PREMIUM,gcp:europe-west6-a,PREMIUM,3123811215,2208613272,4.066332779
aws:af-south-1,PREMIUM,gcp:asia-south2-a,PREMIUM,5174450279,2344987260,3.992484792
aws:ap-east-1,PREMIUM,gcp:southamerica-east1-a,STANDARD,5401699417,2276146976,4.548933998
gcp:us-east4-a,STANDARD,aws:us-east-1,PREMIUM,7130558000,7098845000,97.19946
aws:eu-west-2,PREMIUM,azure:francecentral,PREMIUM,4950558712,4750576447,9.111506015
aws:eu-west-1,PREMIUM,gcp:europe-west2-a,PREMIUM,5000146446,4742575313,7.276583985
gcp:europe-west6-a,STANDARD,gcp:europe-west1-b,PREMIUM,7149273000,7016829000,84.781235
gcp:europe-west2-a,STANDARD,azure:germanywestcentral,PREMIUM,7031886000,6959858000,82.611172
aws:eu-south-1,PREMIUM,gcp:europe-central2-a,PREMIUM,5050760437,4671616113,7.264481487
gcp:asia-south1-a,STANDARD,gcp:asia-south2-a,PREMIUM,6948468000,6844396000,75.302562
azure:westus,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,10380607338,8933419130,10.91026882
azure:eastus,PREMIUM,gcp:europe-west3-a,PREMIUM,4605806488,4137899129,5.92033612
azure:canadacentral,PREMIUM,gcp:europe-west1-b,STANDARD,3589527496,3140386294,5.014267855
azure:uksouth,PREMIUM,gcp:us-central1-a,PREMIUM,5461594994,4839467409,6.69577108
aws:eu-north-1,PREMIUM,gcp:us-east4-a,PREMIUM,5252611918,4168891428,5.585095941
gcp:australia-southeast1-a,STANDARD,gcp:asia-southeast1-a,PREMIUM,6071458000,5454372000,44.600421
gcp:europe-west4-a,STANDARD,azure:northcentralus,PREMIUM,3875282000,3586353000,40.354554
gcp:asia-northeast1-a,STANDARD,gcp:australia-southeast1-a,PREMIUM,6047976000,5322728000,38.216576
aws:ap-south-1,PREMIUM,azure:germanywestcentral,PREMIUM,4915566440,3787772603,4.515449395
gcp:asia-northeast3-a,PREMIUM,aws:us-west-2,PREMIUM,6576133000,5430011000,36.31538
aws:us-east-2,PREMIUM,gcp:southamerica-east1-a,STANDARD,5609413668,3774476537,5.07338337
azure:westus2,PREMIUM,gcp:southamerica-west1-a,PREMIUM,6920593695,5740631201,6.432122
gcp:asia-east2-a,STANDARD,azure:koreacentral,PREMIUM,3738323000,3556688000,36.116726
azure:westus3,PREMIUM,aws:ap-east-1,PREMIUM,3078249355,2333746846,4.526495632
gcp:us-central1-a,STANDARD,aws:ap-northeast-1,PREMIUM,6090282000,5079122000,32.024161
gcp:europe-north1-a,STANDARD,gcp:us-west4-a,PREMIUM,8536591000,5284340000,31.579943
aws:me-south-1,PREMIUM,azure:japaneast,PREMIUM,5255949057,3483973322,4.977598529
gcp:asia-east1-a,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,7668691000,5156747000,30.267981
gcp:asia-southeast2-a,STANDARD,aws:us-west-1,PREMIUM,8163869000,4687484000,28.411014
gcp:asia-east2-a,PREMIUM,gcp:us-east1-b,PREMIUM,6144446000,4838026000,27.817945
aws:ca-central-1,PREMIUM,gcp:australia-southeast2-a,PREMIUM,4969893766,3126432407,4.438881336
gcp:us-east1-b,STANDARD,gcp:asia-southeast2-a,PREMIUM,7997520000,4047249000,24.460897
gcp:us-west4-a,STANDARD,gcp:asia-south1-a,PREMIUM,7825832000,4303137000,24.588627
gcp:asia-northeast1-a,PREMIUM,gcp:europe-west3-a,STANDARD,4940221000,4264141000,24.749103
azure:northeurope,PREMIUM,aws:ap-northeast-3,PREMIUM,3206741823,2154406842,4.058239331
gcp:asia-northeast2-a,PREMIUM,gcp:europe-west6-a,PREMIUM,5505877000,4138115000,23.659117
azure:australiaeast,PREMIUM,aws:eu-west-3,PREMIUM,1751435592,1172980599,3.474885023
aws:af-south-1,PREMIUM,gcp:us-west1-a,STANDARD,4808937984,2545990768,3.989800373
azure:westus2,PREMIUM,gcp:us-west1-a,PREMIUM,15937443529,15436416284,22.81685218
gcp:europe-west1-b,PREMIUM,gcp:europe-west2-a,STANDARD,7170534000,7063833000,90.976391
gcp:europe-central2-a,PREMIUM,azure:westeurope,PREMIUM,6738773000,6605482000,76.459769
gcp:us-central1-a,STANDARD,gcp:northamerica-northeast1-a,PREMIUM,6254144000,6009571000,71.964836
gcp:europe-north1-a,STANDARD,azure:uksouth,PREMIUM,6237217000,5887469000,65.62298
gcp:northamerica-northeast2-a,PREMIUM,gcp:us-west1-a,STANDARD,6183446000,5690104000,55.349447
azure:westus3,PREMIUM,aws:ca-central-1,PREMIUM,5578050274,4909468135,7.308995627
gcp:us-east4-a,PREMIUM,gcp:europe-west2-a,PREMIUM,5413479000,5095156000,49.125508
aws:eu-west-2,PREMIUM,aws:us-east-1,PREMIUM,4992719635,4225938792,5.857167954
azure:eastus2,PREMIUM,gcp:europe-west1-b,STANDARD,7801560842,6924553306,7.951045027
gcp:australia-southeast2-a,PREMIUM,gcp:asia-southeast1-a,STANDARD,6151031000,5419749000,46.685371
gcp:asia-southeast2-a,PREMIUM,aws:ap-northeast-2,PREMIUM,5756259000,5368110000,42.231455
gcp:us-east4-a,STANDARD,gcp:southamerica-west1-a,PREMIUM,6486651000,5183707000,37.744058
azure:germanywestcentral,PREMIUM,aws:ap-south-1,PREMIUM,1450386719,1216466828,3.445547804
aws:ap-northeast-1,PREMIUM,aws:us-east-2,PREMIUM,4818955445,3745982377,5.061642082
aws:ap-east-1,PREMIUM,aws:ap-southeast-2,PREMIUM,4928523710,3684927511,5.23397169
gcp:us-west4-a,STANDARD,aws:eu-central-1,PREMIUM,3934287000,3855450000,31.24433
aws:us-west-1,PREMIUM,aws:eu-south-1,PREMIUM,4937933882,3512177155,4.859714298
gcp:asia-northeast1-a,STANDARD,azure:eastus,PREMIUM,7595330000,5234290000,31.787628
gcp:europe-north1-a,PREMIUM,gcp:asia-south1-a,STANDARD,6574143000,4895410000,31.231762
aws:ap-southeast-1,PREMIUM,aws:eu-west-3,PREMIUM,4728341761,3430207602,4.866409077
azure:canadacentral,PREMIUM,gcp:asia-east2-a,PREMIUM,3363039803,2615382356,4.247765575
gcp:australia-southeast1-a,PREMIUM,aws:me-south-1,PREMIUM,5955399000,4711173000,28.587686
gcp:asia-southeast2-a,STANDARD,aws:us-west-2,PREMIUM,5535516000,4860073000,28.040739
gcp:southamerica-east1-a,STANDARD,gcp:europe-west6-a,PREMIUM,8134322000,4702421000,26.581872
gcp:asia-northeast3-a,STANDARD,azure:francecentral,PREMIUM,5817676000,4649474000,26.501221
gcp:northamerica-northeast1-a,STANDARD,aws:af-south-1,PREMIUM,2718972000,2294237000,24.909084
gcp:asia-southeast1-a,PREMIUM,gcp:us-east1-b,PREMIUM,7331423000,4539833000,25.62777
azure:germanywestcentral,PREMIUM,gcp:asia-northeast2-a,PREMIUM,3557547020,2597132474,4.230323322
gcp:asia-east1-a,STANDARD,aws:eu-west-1,PREMIUM,4623021000,3976438000,25.092945
azure:westus,PREMIUM,gcp:asia-south2-a,PREMIUM,4030217765,2884928102,4.406659825
gcp:europe-west3-a,PREMIUM,gcp:australia-southeast1-a,STANDARD,8245140000,3455694000,21.467872
aws:sa-east-1,PREMIUM,gcp:asia-east1-a,PREMIUM,4832196436,2484197602,4.232191971
gcp:us-west4-a,PREMIUM,gcp:us-west4-a,STANDARD,7148682000,7111955000,99.604795
aws:eu-west-2,PREMIUM,azure:uksouth,PREMIUM,4878652402,4777405965,12.03024265
gcp:europe-west3-a,PREMIUM,aws:eu-central-1,PREMIUM,7112821000,7092003000,97.901338
gcp:us-east4-a,PREMIUM,aws:us-east-2,PREMIUM,7103213000,7016215000,86.213599
azure:westeurope,PREMIUM,aws:eu-south-1,PREMIUM,9498037859,9201572219,15.05361765
gcp:europe-west2-a,STANDARD,gcp:europe-west4-a,PREMIUM,7098334000,7012218000,87.481212
gcp:us-central1-a,PREMIUM,azure:canadacentral,PREMIUM,5514361000,5488847000,70.657281
gcp:europe-central2-a,PREMIUM,gcp:us-east4-a,STANDARD,7686722000,5622224000,42.346428
azure:japaneast,PREMIUM,gcp:australia-southeast1-a,STANDARD,4899568574,4064870675,5.803242355
azure:westus3,PREMIUM,gcp:asia-northeast3-a,PREMIUM,14469360600,12025442293,10.12637587
azure:northeurope,PREMIUM,aws:ap-south-1,PREMIUM,2287103754,1780123768,3.792867573
aws:us-west-1,PREMIUM,gcp:asia-east1-a,STANDARD,5470904115,3782859925,5.207971019
aws:us-east-1,PREMIUM,aws:ap-northeast-2,PREMIUM,4953145786,3388835389,4.860602989
gcp:asia-northeast2-a,PREMIUM,gcp:us-east1-b,STANDARD,6519185000,4983574000,31.529417
azure:westus,PREMIUM,gcp:asia-southeast2-a,PREMIUM,6702986323,5290488734,6.110276822
gcp:us-central1-a,STANDARD,gcp:australia-southeast2-a,PREMIUM,7771362000,4668690000,27.837134
aws:ap-east-1,PREMIUM,azure:germanywestcentral,PREMIUM,5098687893,3290090232,4.855252906
azure:eastus,PREMIUM,gcp:australia-southeast1-a,PREMIUM,4151617696,3275018730,4.664696658
gcp:asia-east1-a,PREMIUM,aws:ca-central-1,PREMIUM,3703045000,3016993000,28.226008
aws:ap-southeast-1,PREMIUM,gcp:europe-west6-a,PREMIUM,5248858112,3441738440,5.014375684
gcp:us-west1-a,STANDARD,aws:ap-northeast-3,PREMIUM,5534638000,4214982000,27.038907
azure:germanywestcentral,PREMIUM,gcp:asia-northeast3-a,STANDARD,11872660517,9544723582,7.2676984
gcp:europe-north1-a,PREMIUM,gcp:southamerica-east1-a,STANDARD,7972687000,4617495000,25.655951
gcp:asia-southeast2-a,STANDARD,azure:northcentralus,PREMIUM,6250737000,4169387000,25.209103
gcp:europe-west4-a,STANDARD,aws:ap-northeast-1,PREMIUM,4465560000,3457334000,23.614263
gcp:europe-west1-b,PREMIUM,aws:ap-southeast-2,PREMIUM,4987438000,3299627000,21.210472
gcp:southamerica-east1-a,PREMIUM,aws:me-south-1,PREMIUM,7396903000,3436245000,19.468226
aws:eu-central-1,PREMIUM,gcp:europe-west6-a,PREMIUM,4976054411,4764125728,10.27759562
azure:germanywestcentral,PREMIUM,aws:eu-south-1,PREMIUM,9692003206,9435803373,16.70542111
azure:westus,PREMIUM,gcp:us-west1-a,STANDARD,19523011017,18634844663,22.36556535
gcp:asia-east2-a,PREMIUM,gcp:asia-east1-a,STANDARD,7072350000,6959494000,82.396936
gcp:us-central1-a,STANDARD,gcp:us-west1-a,PREMIUM,6258367000,5800860000,67.847753
azure:koreacentral,PREMIUM,aws:ap-northeast-1,PREMIUM,9284810258,8749668045,12.63633577
gcp:us-west4-a,STANDARD,gcp:us-east4-a,STANDARD,5747370000,5134836000,55.437126
gcp:us-east1-b,PREMIUM,aws:us-west-1,PREMIUM,6354506000,5892701000,51.499542
gcp:europe-west1-b,PREMIUM,gcp:northamerica-northeast1-a,STANDARD,4982129000,4535110000,47.777068
gcp:us-east4-a,PREMIUM,gcp:europe-north1-a,PREMIUM,6361406000,5449552000,42.044826
gcp:europe-west3-a,PREMIUM,aws:me-south-1,PREMIUM,5945062000,5203928000,41.53492
gcp:australia-southeast2-a,PREMIUM,gcp:asia-northeast1-a,STANDARD,8626548000,5422503000,35.952068
gcp:asia-south1-a,PREMIUM,gcp:australia-southeast1-a,PREMIUM,5823543000,4937116000,32.94776
aws:ap-east-1,PREMIUM,azure:westus3,PREMIUM,5126463175,3530678572,5.092592681
aws:ap-south-1,PREMIUM,gcp:europe-west6-a,STANDARD,5478646255,3606033744,4.514165801
aws:ca-central-1,PREMIUM,aws:ap-southeast-1,PREMIUM,4794017906,3029952386,4.460826491
aws:eu-west-2,PREMIUM,gcp:asia-east2-a,STANDARD,5590354051,3376172062,5.02346062
azure:japaneast,PREMIUM,gcp:southamerica-west1-a,PREMIUM,1963975457,1478307224,3.52978459
aws:us-east-1,PREMIUM,gcp:asia-southeast2-a,STANDARD,5186225537,3058608915,4.592321612
aws:af-south-1,PREMIUM,azure:canadacentral,PREMIUM,5008093041,2879485126,4.107252081
gcp:asia-northeast1-a,PREMIUM,gcp:europe-central2-a,PREMIUM,8296040000,4224139000,23.655796
gcp:europe-west1-b,STANDARD,gcp:asia-east1-a,PREMIUM,7325044000,4186492000,23.103131
gcp:europe-west4-a,STANDARD,gcp:asia-northeast3-a,STANDARD,7050676000,4052613000,22.970573
aws:ap-northeast-2,PREMIUM,gcp:europe-west2-a,STANDARD,5607093303,2854407565,4.697174646
aws:ap-southeast-2,PREMIUM,aws:eu-west-3,PREMIUM,3963223917,2327676973,3.884097539
gcp:asia-southeast2-a,PREMIUM,gcp:southamerica-east1-a,STANDARD,4681402000,2825905000,18.330293
aws:ap-northeast-2,PREMIUM,gcp:asia-northeast3-a,PREMIUM,4846647237,4779878634,13.32775484
gcp:asia-southeast1-a,PREMIUM,aws:ap-southeast-1,PREMIUM,7132422000,7108923000,97.247645
gcp:us-east4-a,STANDARD,aws:eu-central-1,PREMIUM,5083409000,4800744000,44.407881
gcp:europe-west3-a,PREMIUM,aws:us-east-1,PREMIUM,6414291000,6009910000,45.99131
azure:australiaeast,PREMIUM,gcp:asia-southeast2-a,PREMIUM,10231640026,9120610778,9.387494905
aws:eu-south-1,PREMIUM,aws:ap-south-1,PREMIUM,4825025711,3814104514,5.013354662
gcp:northamerica-northeast1-a,STANDARD,gcp:southamerica-east1-a,PREMIUM,7306725000,5119410000,36.946726
gcp:australia-southeast1-a,PREMIUM,gcp:asia-east2-a,STANDARD,6433403000,5235267000,36.87624
gcp:asia-east1-a,PREMIUM,gcp:us-west4-a,STANDARD,6772266000,5195522000,36.059381
azure:westus3,PREMIUM,gcp:europe-west6-a,STANDARD,8413232938,6713292158,7.703577101
gcp:us-central1-a,STANDARD,gcp:asia-northeast3-a,STANDARD,7749262000,5443049000,32.891905
gcp:us-east1-b,PREMIUM,aws:ap-northeast-1,PREMIUM,5741556000,5078954000,32.387724
gcp:europe-west2-a,STANDARD,azure:westus,PREMIUM,6903772000,4953585000,32.936062
gcp:europe-west1-b,PREMIUM,gcp:asia-south2-a,PREMIUM,6106357000,4936466000,32.150832
gcp:europe-west3-a,STANDARD,aws:us-west-1,PREMIUM,3613149000,3349596000,30.595705
azure:germanywestcentral,PREMIUM,gcp:asia-east2-a,PREMIUM,8006394811,6331970909,6.699553808
gcp:southamerica-west1-a,PREMIUM,azure:germanywestcentral,PREMIUM,5867593000,4434609000,26.800199
azure:eastus,PREMIUM,gcp:asia-south1-a,PREMIUM,2943344899,2091802976,4.242161507
gcp:southamerica-east1-a,STANDARD,gcp:europe-central2-a,PREMIUM,6612089000,4372911000,25.762411
azure:canadacentral,PREMIUM,aws:af-south-1,PREMIUM,1244695479,850526245.7,3.306510791
aws:ap-east-1,PREMIUM,gcp:europe-west4-a,PREMIUM,5120822864,2914904950,4.536610289
gcp:australia-southeast2-a,PREMIUM,aws:eu-north-1,PREMIUM,4771290000,3014017000,19.890477
aws:me-south-1,PREMIUM,gcp:australia-southeast1-a,STANDARD,5210783901,2406686241,4.419951556
gcp:europe-west4-a,PREMIUM,gcp:europe-west1-b,STANDARD,7125375000,7069074000,91.334801
gcp:europe-west3-a,PREMIUM,azure:westeurope,PREMIUM,7168319000,7065893000,89.543688
gcp:us-central1-a,STANDARD,gcp:us-east1-b,PREMIUM,6646995000,6458077000,70.095909
gcp:europe-north1-a,PREMIUM,azure:germanywestcentral,PREMIUM,6467419000,6263033000,70.471755
aws:eu-west-3,PREMIUM,gcp:us-east4-a,STANDARD,5223287966,4296294495,5.618537199
gcp:asia-northeast1-a,PREMIUM,azure:westus,PREMIUM,5617985000,5456018000,41.191445
aws:ap-south-1,PREMIUM,aws:ap-east-1,PREMIUM,5328906898,4020470587,5.117582062
gcp:us-west4-a,PREMIUM,gcp:europe-central2-a,PREMIUM,6390766000,4917986000,31.782399
gcp:asia-south1-a,PREMIUM,gcp:australia-southeast1-a,STANDARD,7186474000,5227479000,32.958266
aws:sa-east-1,PREMIUM,aws:us-west-1,PREMIUM,5159077723,3385632537,5.117298203
azure:australiaeast,PREMIUM,azure:canadacentral,PREMIUM,13963633403,9672332942,8.520264503
aws:ap-northeast-1,PREMIUM,gcp:europe-west2-a,STANDARD,5544263085,3091147418,4.787471605
aws:us-east-1,PREMIUM,gcp:asia-south2-a,PREMIUM,5032208607,2746823020,4.355211412
gcp:asia-east1-a,PREMIUM,gcp:europe-west6-a,STANDARD,7366677000,3619265000,22.26676
azure:westus2,PREMIUM,gcp:us-east4-a,STANDARD,5113768499,3635157065,6.975802376
gcp:asia-east1-a,STANDARD,aws:ap-northeast-1,PREMIUM,5408862000,5071398000,47.884676
aws:us-east-2,PREMIUM,gcp:europe-west3-a,PREMIUM,5166885254,4172310210,5.481029164
azure:westus3,PREMIUM,azure:australiaeast,PREMIUM,11185530097,8975692017,7.952799059
gcp:southamerica-west1-a,PREMIUM,gcp:europe-west4-a,PREMIUM,4942745000,4165905000,26.647944
aws:ap-southeast-1,PREMIUM,azure:canadacentral,PREMIUM,5333361590,2994264727,4.958744772
gcp:us-central1-a,PREMIUM,aws:ap-south-1,PREMIUM,5762161000,3892133000,23.392185
aws:eu-south-1,PREMIUM,gcp:asia-east1-a,PREMIUM,5181696705,2757089417,4.278961932
aws:ap-east-1,PREMIUM,aws:sa-east-1,PREMIUM,4314483985,2159804117,4.072556301
azure:koreacentral,PREMIUM,gcp:us-east4-a,STANDARD,171350853.9,114658170.3,2.662502586
aws:eu-north-1,PREMIUM,aws:ap-east-1,PREMIUM,5186906482,3040923677,4.915961891
gcp:europe-west3-a,STANDARD,aws:ap-northeast-1,PREMIUM,4315145000,3734228000,23.743978
azure:germanywestcentral,PREMIUM,aws:ap-east-1,PREMIUM,3069176163,2317195165,4.370714741
aws:ca-central-1,PREMIUM,aws:us-east-1,PREMIUM,4916156122,4715439200,9.73635682
gcp:europe-west1-b,PREMIUM,gcp:europe-west3-a,STANDARD,7014234000,6935435000,90.567157
aws:ap-northeast-2,PREMIUM,aws:ap-northeast-3,PREMIUM,5069263152,4629972205,8.558391173
aws:eu-south-1,PREMIUM,gcp:europe-north1-a,STANDARD,5145658893,4584969294,6.830504124
gcp:asia-southeast1-a,PREMIUM,aws:ap-east-1,PREMIUM,6446102000,6318558000,67.272448
azure:japaneast,PREMIUM,gcp:asia-east2-a,PREMIUM,9119683912,8477330977,11.26088657
azure:eastus,PREMIUM,aws:eu-west-1,PREMIUM,2781028877,2519602851,5.113417904
gcp:northamerica-northeast1-a,STANDARD,aws:eu-west-2,PREMIUM,4694994000,4491097000,48.171455
gcp:europe-west4-a,STANDARD,gcp:us-east4-a,STANDARD,5988550000,5656913000,46.988961
azure:uksouth,PREMIUM,gcp:northamerica-northeast2-a,PREMIUM,7158002691,6479829994,8.174938229
azure:canadacentral,PREMIUM,gcp:europe-west2-a,STANDARD,5358760267,4705531260,6.846952388
gcp:us-east1-b,STANDARD,gcp:europe-west3-a,PREMIUM,4697411000,4607028000,43.149406
gcp:europe-central2-a,PREMIUM,aws:us-east-2,PREMIUM,5232046000,4930932000,40.112873
gcp:us-central1-a,STANDARD,azure:germanywestcentral,PREMIUM,5852502000,5502830000,38.988264
aws:us-west-1,PREMIUM,gcp:southamerica-west1-a,PREMIUM,5127173523,4035049830,5.35794814
azure:northeurope,PREMIUM,azure:westus2,PREMIUM,16120034335,12077712613,11.03431695
gcp:us-west1-a,PREMIUM,gcp:europe-west1-b,STANDARD,5607291000,5187835000,36.317893
azure:northcentralus,PREMIUM,gcp:southamerica-east1-a,STANDARD,3545251800,2987326013,4.733269792
aws:us-west-2,PREMIUM,gcp:asia-east1-a,PREMIUM,5212413226,3906322175,4.745689678
gcp:asia-northeast1-a,STANDARD,aws:ap-south-1,PREMIUM,5662353000,5313770000,36.577579
gcp:asia-northeast3-a,STANDARD,gcp:asia-south1-a,PREMIUM,5995917000,5611581000,35.76207
aws:eu-central-1,PREMIUM,gcp:us-west4-a,PREMIUM,5187177270,3783148515,4.953787142
gcp:australia-southeast1-a,STANDARD,azure:westus,PREMIUM,4182275000,3882967000,32.160674
aws:me-south-1,PREMIUM,azure:eastus2,PREMIUM,5228659205,3364580878,4.846222898
aws:ap-southeast-2,PREMIUM,azure:westus3,PREMIUM,4881520501,3587535333,4.230772743
gcp:us-east4-a,PREMIUM,gcp:asia-east2-a,STANDARD,4234912000,3982892000,27.095331
aws:sa-east-1,PREMIUM,gcp:us-west1-a,STANDARD,5135022840,3369847526,4.885834822
gcp:europe-west2-a,PREMIUM,aws:ap-southeast-1,PREMIUM,5958565000,4511523000,27.087211
aws:eu-west-3,PREMIUM,gcp:asia-east1-a,STANDARD,5291398600,3298983156,4.61311433
gcp:asia-southeast1-a,STANDARD,gcp:northamerica-northeast1-a,PREMIUM,4888856000,4208827000,23.83853
azure:francecentral,PREMIUM,gcp:asia-northeast2-a,PREMIUM,3833209892,2823588402,4.55891569
gcp:asia-northeast1-a,PREMIUM,azure:westeurope,PREMIUM,5805050000,4324873000,24.902022
gcp:us-west4-a,STANDARD,gcp:asia-south2-a,PREMIUM,4595568000,4016182000,24.08313
gcp:europe-west6-a,PREMIUM,aws:ap-northeast-1,PREMIUM,4692952000,4110460000,24.100002
gcp:europe-west4-a,PREMIUM,azure:koreacentral,PREMIUM,5566419000,4215128000,23.972845
gcp:asia-southeast2-a,STANDARD,gcp:us-east1-b,PREMIUM,4925300000,3997941000,24.418888
gcp:asia-south1-a,STANDARD,gcp:us-central1-a,PREMIUM,4746815000,3793878000,22.992699
gcp:asia-northeast3-a,PREMIUM,aws:eu-north-1,PREMIUM,1871658000,1585572000,21.655057
gcp:australia-southeast1-a,PREMIUM,gcp:europe-west6-a,STANDARD,4475115000,3257341000,21.149775
gcp:southamerica-east1-a,PREMIUM,gcp:australia-southeast2-a,PREMIUM,5196956000,3203925000,19.60893
aws:af-south-1,PREMIUM,gcp:asia-southeast2-a,PREMIUM,4682737627,1853220160,4.02697722
aws:ca-central-1,PREMIUM,gcp:us-east4-a,STANDARD,4981169974,4728601855,9.420579373
azure:germanywestcentral,PREMIUM,aws:eu-west-3,PREMIUM,9686057031,9463580702,17.54378444
aws:eu-central-1,PREMIUM,gcp:europe-west1-b,PREMIUM,4964844228,4748414154,8.410835077
gcp:asia-east1-a,PREMIUM,gcp:asia-east2-a,STANDARD,7082932000,6978191000,85.555356
gcp:europe-west2-a,STANDARD,azure:northeurope,PREMIUM,5001037000,4974394000,78.775309
azure:westus2,PREMIUM,azure:westus,PREMIUM,17099436390,15213378580,20.20321114
gcp:australia-southeast2-a,PREMIUM,azure:australiaeast,PREMIUM,7061328000,6955191000,83.555103
